Maintaining Region,Owning Region,County,Municipality,Device Number,Main Route,Intersecting Route,Location,Device Type,Device Purpose,Device Priority,Maintenance Responsibility,Latitude (UTM Y [Meters]),Longitude (UTM X [Meters])
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,163,NY 910B,Metro Park Rd,Wolf Rd (910B) @ METRO PARK RD & HESS GAS STATION DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4730533.57,597999.0602
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,169,NY 910D,Italian Center,WASHINGTON AVE EXT (910D) @ ITALIAN CENTER,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728844.02,593283.78
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,159,NY 912G,South Mal Art,GRAND ST (912G) @ SO MALL ART ramp (also160),FLASHER,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722456.299,602072.5567
01 - Albany,01 - Albany,ALBANY,GREEN ISLAND-TOWN,13B,Green Island Draw Br,,GREEN ISLAND DRAWBRIDGE BEACONS,BEACON,SIGN,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732323.672,607172.8053
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,225P,Albany Shaker Rd,British American Blvd,ALBANY  SHAKER RD @ BRITISH AMERICAN,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4734684.489,596991.7102
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,228,Watervliet Shaker Rd,Airline Dr,WATERVLIET SHAKER RD @ AIRLINE DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4732628.031,596639.5697
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,81,NY 002,Herbert Dr,Rte 2 @ HERBERT & SUNSET,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733798.811,601163
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,120.1,NY 002,Park Ave,Rte 2 @ PARK AVE,3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733259.968,602081.2171
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,195,NY 002,Swatling Rd,Rte 2 @ SWATLING RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732708.07,603433.2007
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,127,US 009,Broadway,US Rte 9 (Clinton Ave) & I-787 @ BROADWAY,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4723130.31,602549.7779
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,126,US 009,NY 032,US Rte 9 (Clinton Ave) @ Rte 32 (Pearl St & North Pearl St),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4723183.537,602453.7814
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,4.1,US 009,Osborne Rd,US Rte 9 @ OSBORNE RD & OLD NISKAYUNA RD,3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728790.63,602004.21
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,144,US 009,Fiddlers Ln,US Rte 9 @ FIDDLERS LA & COLONIE TOWN HALL,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4730513.36,601887
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,82,US 009,Maxwell Rd,US Rte 9 @ MAXWELL RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4730934.31,601652.8901
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,164P,US 009,Latham Farms,US Rte 9 @ LATHAM FARMS & NEW LOUDON HILL CENTER,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4734309.93,601577.5399
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,38,US 009,NY 009R,US Rte 9 @ Rte 9R (SOUTH) & Rte I 87 ramp,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4735205.399,601805.6297
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,189,US 009,Century Hill Rd,US Rte 9 @ CENTURY HILL RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4736159.98,601981.8902
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,192,US 009W,Wemple Rd,US Rte 9W @ WEMPLE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4715041.08,598725.6899
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,31,US 009W,NY 910A,US Rte 9W @ RTE 910A (Feura bush Rd),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4717319.99,599105.77
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,229,US 009W,Wal-Mart,US Rte 9W @ WAL-MART,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4718134.41,599313.4375
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,193,US 009W,Hannay Ln,US Rte 9W (Southern Blvd) @ HANNAY LANE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4719198.15,599744.29
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,2.1A,US 009W,T-way Exit 23,US Rte 9W (Southern Blvd) @ T- WAY EXIT 23 ENTRANCE Ramp,3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4720805.4,600421.9601
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,108,US 020,Willow St,US Rte 20 (Western Ave) @ WILLOW ST & FOUNDRY RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728554.63,589133.99
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,73,US 020,NY 155,US Rte 20 (Western Ave) @ RTE 155 Karner Rd),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727833.02,591075.99
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,107,US 020,Witte Rd,US Rte 20 (Western Ave) @ WITTE RD &  PRICE CHOPPER,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727298.1,592222.01
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,140,US 020,Church Rd,US Rte 20 (Western Ave) @ CHURCH RD & PRIVATE DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4726387.15,594429.74
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,74,US 020,McKnown Rd,US Rte 20 (Western Ave) @ MCKNOWN RD & NORWOOD AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4725931.46,595530.85
01 - Albany,01 - Albany,ALBANY,WATERVLIET-CITY,118,23rd St,Broadway,23RD ST (Lower Hudson Ave) @ BROADWAY,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731953.849,606448.4402
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,138,NY 032,Elm Ave,Rte 32 (Delmar By-Pass) @ ELM AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4717684.166,594950.3602
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,180,NY 032,Murray Ave,Rte 32 (Delmar By-Pass) @ MURRAY AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4717676.5,595596.5902
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,84,NY 032,NY 335,Rte 32 (Delmar By-Pass) EB @ RTE 335 (Elesmer Ave) (also 83),3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4717939.13,596867.5
01 - Albany,01 - Albany,ALBANY,MENANDS-VILLAGE,8,NY 032,Wolfert Ave,Rte 32 (Broadway) @ WOLFERT AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4725770.98,603662.8701
01 - Albany,01 - Albany,ALBANY,MENANDS-VILLAGE,157,NY 032,NY 378,Rte 32 (Broadway) @ RTE 378 Exit Ramp,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728342.61,605034.84
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,170,NY 032,Elm St,Rte 32 (Broadway) @ ELM ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733523.04,606318.27
01 - Albany,01 - Albany,ALBANY,NEW SCOTLAND-TOWN,25B,NY 085,RR-Overpass,Rte 85 WB @ RR OVERPASS,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721068.407,593761.9752
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,206,NY 085,Krumkill Rd,Rte 85 @ KRUMKILL RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4724095.19,596840.48
01 - Albany,01 - Albany,ALBANY,VOORHEESVILLE-VILLAGE,24B,NY 085A,RR-Overpass,Rte 85A EB @ RR OVERPASS,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722486.047,587645.5458
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,34B,I 087 SB,I 087 SB Rollover Sign,I-Rte 87 SB  rollover sign (2nd one heading SB). (On left side),BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728268.514,595405.7182
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,28B,I 090 EB,I 087 NB Rollover Sign,I-Rte 90 EB TO I-RTE 87 NB rollover sign ( left hand side),BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727813.02,595328.7548
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,20B,I 090 WB,I 787,I-Rte 90 WB @ I-RTE 787,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4724415.053,604135.6264
