Maintaining Region,Owning Region,County,Municipality,Device Number,Main Route,Intersecting Route,Location,Device Type,Device Purpose,Device Priority,Maintenance Responsibility,Latitude (UTM Y [Meters]),Longitude (UTM X [Meters])
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,00-9624,Bronx River Pkwy,,BRP NB MM 17.7 South of Kensico Circle,ITS LOCATIONS,DYNAMIC MESSAGE BOARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-A-3A18,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-A-3A21,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-A-3A35,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-A-3A7,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-B-3B8,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-C-3C13,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-C-3C25,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-C-3C27,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-D-3D10,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-D-3D24,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-D-3D6,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-D-3D8,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-F-3F4,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-G-3G10,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-G-3G23,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-G-3G34,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-G-3G5,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-H-3H22,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-H-3H39,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-H-3H5,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-H-3H8,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-K-3K17,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-K-3K36,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-K-3K51,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-K-3K6,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-K-3K65,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-K-3K84,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-K-3K96,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-L-3L38,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-L-3L55,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-L-3L68,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-L-3L7,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-L-3L81,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-L-3L83,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-M-3M10,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-M-3M23,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,DUTCHESS,POUGHKEEPSIE-TOWN,111,US 044,Degarmo Rd,RT 44 @ DEGARMO RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4617396.17,593930.23
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,PORT CHESTER-VILLAGE,374,Midland Ave,Grace Church St,MIDLAND AVE (982B) @ GRACE CHURCH STREET,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (STATE OWNED SIGNAL- MAINTENANCE CONTRACT),4539198,612279
08 - Poughkeepsie,08 - Poughkeepsie,ROCKLAND,CLARKSTOWN-TOWN,69,NY 304,Ludvigh Rd,RT 304 @ LUDVIGH RD & BARDONIA RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4551387.2,584311.67
08 - Poughkeepsie,08 - Poughkeepsie,DUTCHESS,WAPPINGER-TOWN,247,US 009,Fowlerhouse Rd,RT 9 @ ADAM'S & FOWLERHOUSE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4602980.75,590945.87
08 - Poughkeepsie,08 - Poughkeepsie,ULSTER,LLOYD-TOWN,34,US 009W,NY 299,RT 9W @ RT 299,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4621682.09,586116.02
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,SOMERS-TOWN,481,NY 035,Cherry St,RT 35 @ CHERRY ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4569359,609002
08 - Poughkeepsie,08 - Poughkeepsie,ROCKLAND,POMONA-TOWN,200,US 202,Martino Way,RT 202 @ MARTINO WAY,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4560298.23,581992.18
08 - Poughkeepsie,08 - Poughkeepsie,PUTNAM,SOUTHEAST-TOWN,43,NY 022,Milltown Rd,RT 22 @ MILLTOWN RD,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4585840,619126
08 - Poughkeepsie,08 - Poughkeepsie,DUTCHESS,HYDE PARK-TOWN,47FS,US 009,,RT 9 @ HYDE PARK FIREHOUSE,3-COLOR SIGNAL,EMERGENCY,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4626499.53,588628.23
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,TARRYTOWN-VILLAGE,327,US 009,Prospect Ave,RT 9 @ PROSPECT AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (STATE OWNED SIGNAL- MAINTENANCE CONTRACT),4546919.2,595603.61
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,NORTH CASTLE-TOWN,162,NY 022,N Broadway,RT 22 @ NO BROADWAY,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (STATE OWNED SIGNAL- MAINTENANCE CONTRACT),4546536.24,603624.39
08 - Poughkeepsie,08 - Poughkeepsie,PUTNAM,,00-9589,Taconic State Pkwy,NY 301,TSP SB RM 987G 8402-1094 MM 30.0 1.5 mile south of NY 301,ITS LOCATIONS,DYNAMIC MESSAGE BOARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4587439.877,599463.5643
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-D-3D4,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-H-3H6,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-K-3K23,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-K-3K79,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-L-3L54,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-M-3M43,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-R-3Q16,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,C-W-3E3,NY 907K,,NY 907K,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,S-14-N119,NY 987D,,NY 987D,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,,T-T-T12,NY 987G,,NY 987G,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),,
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,MOUNT PLEASANT-TOWN,426,NY 009A,Dana Rd,RT 9A @ DANA ROAD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (STATE OWNED SIGNAL- MAINTENANCE CONTRACT),4548439.03,599253.21
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,OSSINING-VILLAGE,255SI,NY 009A WB,,RT 9A NB @ RESIDENCY 8-9; RM 2156,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4559261.5,597344.85
08 - Poughkeepsie,08 - Poughkeepsie,WESTCHESTER,NORTH CASTLE-TOWN,144,NY 120,,RT 120 @ AIRPORT DR RAMP TO I-684,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (STATE OWNED SIGNAL- MAINTENANCE CONTRACT),4548441.6,607794.19
08 - Poughkeepsie,08 - Poughkeepsie,DUTCHESS,WAPPINGER-TOWN,207,NY 082,All Angels Hill Rd,RT 82 @ ALL ANGELS RD,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4601962.44,595961.07
08 - Poughkeepsie,08 - Poughkeepsie,DUTCHESS,EAST FISHKILL-TOWN,216SI,NY 987G,Carpenter Rd,TSP @ CARPENTER RD.,FLASHER,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4603960.62,601940.36
08 - Poughkeepsie,08 - Poughkeepsie,DUTCHESS,PAWLING-VILLAGE,48,NY 022,Quaker Hill Rd,RT 22 @ QUAKER HILL RD & MAIN ST,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4601218.29,617346.01
08 - Poughkeepsie,08 - Poughkeepsie,DUTCHESS,POUGHKEEPSIE-TOWN,95,US 009,,RT 9 @ HUDSON RIVER STATE HOSPITAL EXIT ( WINSLOW GATE),FLASHER,NO CONTROLLER,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4620031.01,588780.67
08 - Poughkeepsie,08 - Poughkeepsie,ORANGE,NEWBURGH-CITY,133,NY 300,Union Ave,RT 300 @ UNION AVENUE,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4592793,577730
08 - Poughkeepsie,08 - Poughkeepsie,ORANGE,NEWBURGH-CITY,177,NY 032,Chestnut Ln,RT 32 @ CHESTNUT LANE,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4597828.49,580556.49
08 - Poughkeepsie,08 - Poughkeepsie,ORANGE,WOODBURY-TOWN,201,NY 032,,RT 32 @ CR105 (HIGHLAND AVE),3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4577591.37,573073.84
08 - Poughkeepsie,08 - Poughkeepsie,ORANGE,NEWBURGH-CITY,202,NY 052,,RT 52 @ I-84 WB RAMPS,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4596290.22,579272.79
08 - Poughkeepsie,08 - Poughkeepsie,ORANGE,MONTGOMERY-VILLAGE,210,NY 017K,,RT 17K @ COLDENHAM RD/FIREHOUSE,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4597470.65,570766.74
08 - Poughkeepsie,08 - Poughkeepsie,ORANGE,WALDEN-VILLAGE,29,NY 052,NY 208,RT 52 @ RT 208 & BANK ST,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4601375.77,567663.97
08 - Poughkeepsie,08 - Poughkeepsie,ORANGE,NEW WINDSOR-TOWN,56,NY 032,Union Ave,RT 32 WINDSOR HWY @ UNION AVE,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4592208.08,579967.19
08 - Poughkeepsie,08 - Poughkeepsie,ULSTER,ULSTER-TOWN,10A,Albany Ave,,ALBANY AVE (RT 979) @ ULSTER CO. OFFICE,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4644430,583303
08 - Poughkeepsie,08 - Poughkeepsie,COLUMBIA,CANAAN-TOWN,17,NY 295,CR 005,RT 295 @ CR 5,FLASHER,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4696744.12,627720.97
08 - Poughkeepsie,08 - Poughkeepsie,COLUMBIA,KINDERHOOK-TOWN,31,US 009,,RT 9 @ CR 28 ( HERRICK RD ),3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4701538.23,607335.43
08 - Poughkeepsie,08 - Poughkeepsie,DUTCHESS,EAST FISHKILL-TOWN,154PS,NY 052,Roethel Dr,RT 52 @ IBM WEST GATE & ROETHAL (BAGGED 2012),3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4599282.77,596857.88
08 - Poughkeepsie,08 - Poughkeepsie,DUTCHESS,FISHKILL-VILLAGE,186,NY 052,Blodgett Rd,RT 52 @ BLODGETT ROAD,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4598238.77,591074.54
08 - Poughkeepsie,08 - Poughkeepsie,DUTCHESS,BEACON-CITY,24A,NY 009D,Verplank Ave,BEACON ARTERIAL @ VERPLANK AVE,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE RESPONSIBILITY (STATE OWNED SIGNAL- MUNICIPAL ARTERIAL),4596168.45,585393.17
08 - Poughkeepsie,08 - Poughkeepsie,ORANGE,WOODBURY-TOWN,135PS,NY 032,,RT 32 @ WOODBURY COMMONS SOUTH DRIVE,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4574448.92,572793.51
08 - Poughkeepsie,08 - Poughkeepsie,ORANGE,NEWBURGH-CITY,5A,South St,Liberty St,SOUTH ST @ LIBERTY ST,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE RESPONSIBILITY (STATE OWNED SIGNAL- MUNICIPAL ARTERIAL),4595497.41,582572.28
08 - Poughkeepsie,08 - Poughkeepsie,PUTNAM,PHILIPSTOWN-TOWN,45,NY 009D,NY 403,RT 9D @ RT 403,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4581042.11,588316.27
08 - Poughkeepsie,08 - Poughkeepsie,PUTNAM,PATTERSON-TOWN,64SI,NY 311 NB,NY 164,RT 311 NORTHBOUND @ RT 164,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4593327.16,614510.65
08 - Poughkeepsie,08 - Poughkeepsie,PUTNAM,PATTERSON-TOWN,73,NY 311,NY 292,RT 311 @ RT 292,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4596552.8,615481.84
08 - Poughkeepsie,08 - Poughkeepsie,PUTNAM,PUTNAM VALLEY-TOWN,75SI,Taconic State Pkwy,,TSP NB; S OF PUDDING ST; RM 1075,BEACON,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4586916.83,600001.08
08 - Poughkeepsie,08 - Poughkeepsie,PUTNAM,BREWSTER-TOWN,80FS,NY 052,,RT 52 @ NEW LAKE CARMEL FIREHOUSE,3-COLOR SIGNAL,EMERGENCY,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4592639.4,610903.39
08 - Poughkeepsie,08 - Poughkeepsie,PUTNAM,COLD SPRING-TOWN,86SIP,NY 009D,,RT 9D SB; V/ COLD SPRING; RM 1088; N OF GRANDVIEW,BEACON,ONE WAY SIGNAL,SELECTIVE RESPONSE 3,PRIVATE ( PERMIT ),4586316,586868
08 - Poughkeepsie,08 - Poughkeepsie,ULSTER,ELLENVILLE-VILLAGE,102,US 209,Washington Ave,RT 209 @ WASHINGTON AVE,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4619186.9,550669.07
08 - Poughkeepsie,08 - Poughkeepsie,ULSTER,PLATTEKILL-TOWN,25,NY 032,NY 044,RT 32 @ RT 44,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4613300.94,574418.19
08 - Poughkeepsie,08 - Poughkeepsie,ULSTER,ELLENVILLE-VILLAGE,70,NY 052,,RT 52 (CANAL ST) @ MARKET & LIBERTY STS,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4618505.22,550468.64
08 - Poughkeepsie,08 - Poughkeepsie,ULSTER,KINGSTON-TOWN,OHVD-E,NY 199,,NY RT 199 West of Kingston Rhinecliff Bridge,FLASHER,ONE WAY SIGNAL,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4647424,584291
